origin_id,destination_id,distance_km,duration_min
1,2,95.52,72.77
1,3,59.75,72.58
1,4,69.81,71.97
1,5,35.2,44.36
1,6,59.75,60.29
1,7,64.89,54.96
1,8,24.92,30.07
1,9,59.05,69.89
1,10,42.49,50.16
1,11,68.74,81.35
1,12,43.26,52.22
1,13,27.53,27.43
1,14,58.76,69.6
1,15,29.28,35.84
1,16,57.64,68.79
1,17,99.53,82.81
1,18,1.94,3.84
1,19,29.26,35.71
1,20,29.3,26.86
1,21,46.91,49.24
1,22,16.55,19.44
1,23,45.06,54.4
1,24,43.03,51.87
1,25,67.75,79.22
1,26,38.22,39.31
1,27,10.23,12.12
1,28,47.59,47.99
1,29,11.89,14.3
1,30,46.91,49.24
1,31,29.24,34.86
1,32,64.79,64.84
1,33,58.6,52.65
1,34,1.96,4.17
1,35,88.39,67.72
1,36,65.51,67.23
1,37,28.4,24.76
1,38,117.07,88.02
1,39,31.46,33.09
1,40,91.56,72.82
1,41,235.95,157.04
1,42,40.83,48.11
1,43,94.31,78.24
1,44,60.34,54.75
1,45,53.59,43.36
1,46,117.08,85.72
1,47,47.28,52.0
1,48,68.01,79.45
1,49,24.57,25.07
1,50,59.98,48.84
1,51,37.18,43.74
1,52,66.06,77.47
1,53,40.49,43.86
1,54,22.95,22.58
1,55,30.88,29.68
1,56,87.25,65.76
1,57,71.96,61.93
1,58,95.84,77.78
1,59,40.76,44.41
1,60,10.22,12.09
1,61,59.08,70.08
1,62,69.81,58.27
1,63,1.67,3.41
1,64,37.6,45.04
1,65,41.26,45.44
1,66,69.7,54.86
1,67,60.25,56.15
1,68,66.95,68.96
1,69,19.83,23.32
1,70,50.64,52.27
1,71,35.46,45.01
1,72,38.91,39.28
1,73,41.32,38.93
1,74,42.34,49.96
1,75,20.13,19.88
1,76,66.66,64.01
1,77,58.6,52.65
1,78,40.91,51.29
1,79,27.88,24.75
1,80,70.12,58.68
1,81,61.74,50.41
1,82,66.21,54.62
1,83,70.2,67.75
1,84,26.8,24.47
1,85,41.26,45.81
2,1,95.0,72.52
2,3,28.29,27.41
2,4,27.21,24.89
2,5,44.54,44.84
2,6,30.05,31.63
2,7,31.02,31.43
2,8,68.95,60.86
2,9,27.98,27.12
2,10,52.05,46.01
2,11,23.94,22.92
2,12,51.53,47.82
2,13,54.08,49.26
2,14,28.82,29.1
2,15,57.76,51.74
2,16,35.85,35.61
2,17,11.38,14.55
2,18,96.86,74.0
2,19,57.88,51.92
2,20,71.48,56.92
2,21,32.56,33.66
2,22,70.73,67.22
2,23,41.92,42.45
2,24,52.59,47.72
2,25,32.18,32.88
2,26,43.18,37.43
2,27,68.02,63.61
2,28,31.88,33.63
2,29,83.55,61.12
2,30,32.56,33.66
2,31,46.57,47.32
2,32,21.54,26.58
2,33,28.66,28.34
2,34,96.34,75.62
2,35,10.09,10.75
2,36,18.07,23.27
2,37,70.57,54.82
2,38,21.71,19.4
2,39,49.88,44.58
2,40,11.34,14.34
2,41,158.79,111.49
2,42,40.36,40.54
2,43,11.85,14.41
2,44,31.1,31.77
2,45,53.72,43.01
2,46,21.71,17.1
2,47,33.63,35.62
2,48,31.92,32.27
2,49,59.31,54.31
2,50,35.75,38.11
2,51,42.29,41.3
2,52,44.39,45.52
2,53,41.35,37.99
2,54,59.47,54.19
2,55,56.31,51.65
2,56,9.01,9.89
2,57,16.95,14.71
2,58,14.1,15.61
2,59,40.85,38.11
2,60,68.04,63.63
2,61,28.11,27.64
2,62,18.86,15.8
2,63,96.05,74.86
2,64,42.17,41.61
2,65,37.86,35.23
2,66,22.65,22.46
2,67,27.2,27.34
2,68,16.63,21.54
2,69,76.18,68.91
2,70,28.65,27.96
2,71,44.77,45.22
2,72,54.96,47.28
2,73,54.37,44.79
2,74,51.9,45.8
2,75,60.81,56.09
2,76,18.89,23.19
2,77,28.66,28.34
2,78,47.69,40.18
2,79,69.64,53.36
2,80,19.92,17.36
2,81,27.24,25.11
2,82,33.05,28.16
2,83,17.87,21.39
2,84,74.23,57.64
2,85,37.8,35.7
3,1,59.26,71.99
3,2,28.5,28.73
3,4,6.33,9.81
3,5,28.05,33.29
3,6,18.55,24.95
3,7,27.15,33.72
3,8,38.91,48.73
3,9,4.8,6.51
3,10,17.83,24.2
3,11,12.93,17.23
3,12,17.73,23.3
3,13,46.82,50.31
3,14,5.03,7.06
3,15,30.44,37.83
3,16,7.57,8.2
3,17,40.03,39.45
3,18,59.78,72.94
3,19,30.56,38.01
3,20,55.55,62.93
3,21,28.69,35.95
3,22,63.47,68.26
3,23,14.62,18.12
3,24,18.04,24.28
3,25,17.52,18.48
3,26,35.92,38.47
3,27,49.08,60.09
3,28,27.49,33.39
3,29,61.55,63.32
3,30,28.69,35.95
3,31,33.59,41.97
3,32,8.75,11.61
3,33,27.0,33.28
3,34,60.21,73.09
3,35,37.36,32.01
3,36,12.18,15.84
3,37,54.64,60.83
3,38,20.94,25.65
3,39,42.62,45.63
3,40,38.61,35.6
3,41,153.48,129.64
3,42,32.8,40.65
3,43,40.5,39.31
3,44,29.0,35.18
3,45,37.68,48.65
3,46,27.8,27.41
3,47,29.76,37.91
3,48,17.78,18.72
3,49,52.05,55.35
3,50,31.87,40.39
3,51,31.06,39.05
